,Unnamed: 0.1,Unnamed: 0,listing_type,unit_description,detailed_url,latitude,longitude,unit_address,unit_address_street,unit_city,unit_zipcode,beds,baths,area,price,unit_number
0,0.0,0.0,nested,Riverbank,/apartments/new-york-ny/riverbank/5Xj5k4/,40.761242,-73.99777,"560 W 43rd St, New York, NY",560 W  43rd St   Apt 6E,New York,10036,,,,,
1,1.0,1.0,nested,The Capitol,/apartments/new-york-ny/the-capitol/9gq5Q2/,40.744976,-73.99104,"776 6th Ave, New York, NY",776 6th Ave # 27M,New York,10001,,,,,
2,2.0,2.0,nested,Waterside,/apartments/new-york-ny/waterside/97QdBH/,40.73736,-73.9732,"25 Waterside Plz, New York, NY",25 Waterside Plz  # 10-21G,New York,10010,,,,,
3,3.0,3.0,nested,Pearl House,/apartments/new-york-ny/pearl-house/229S/,40.706818,-74.00567,"160 Water St, New York, NY",160 Water St   # 1728d511c,New York,10038,,,,,
4,4.0,4.0,nested,Avalon Bowery Place,/apartments/new-york-ny/avalon-bowery-place/5XVHKv/,40.724564,-73.991486,"11 E 1st St, New York, NY",11 E  1st St # 812b1b3f8,New York,10003,,,,,
5,5.0,5.0,nested,21 Chelsea,/apartments/new-york-ny/21-chelsea/5XjKmx/,40.741943,-73.994995,"120 W 21st St, New York, NY",120 W  21st St   Apt 412,New York,10011,,,,,
6,6.0,6.0,nested,The Sagamore,/apartments/new-york-ny/the-sagamore/7Tf7/,40.789577,-73.97325,"189 W 89th St, New York, NY",189 W  89th St   Apt 11M,New York,10024,,,,,
7,7.0,7.0,nested,19 Dutch,/apartments/new-york-ny/19-dutch/B3qnH3/,40.709946,-74.00739,"19 Dutch St, New York, NY",19 Dutch St   # 46H,New York,10038,,,,,
8,8.0,8.0,nested,Anagram Columbus Circle,/apartments/new-york-ny/anagram-columbus-circle/5jJLJ5/,40.76908,-73.98216,"1 W 60th St, New York, NY",1 W  60th St # 7F,New York,10023,,,,,
9,9.0,9.0,nested,The Chelsea,/apartments/new-york-ny/the-chelsea/5XT2qW/,40.744576,-73.99493,"160 W 24th St, New York, NY",160 W  24th St   # 1-05N,New York,10011,,,,,
10,10.0,10.0,nested,The Oriana,/apartments/manhattan-ny/the-oriana/5XWNCh/,40.75568,-73.96353,"420 E 54th St, New York, NY",420 E  54th St   Apt 210,New York,10022,,,,,
11,11.0,11.0,nested,Anagram Nomad,/apartments/new-york-ny/anagram-nomad/9hJFty/,40.744823,-73.9861,"10 E 29th St, New York, NY",10 E  29th St   # 5E,New York,10016,,,,,
12,12.0,12.0,nested,Two Lincoln Square,/apartments/manhattan-ny/two-lincoln-square/9gpqwm/,40.773006,-73.98051,"60 W 66th St, New York, NY",60 W  66th St   # 29H,New York,10023,,,,,
13,13.0,13.0,nested,Avalon West Chelsea,/apartments/new-york-ny/avalon-west-chelsea/26W5/,40.752235,-74.00434,"282 11th Ave, New York, NY",282 11th Ave # 4a6aa34cf,New York,10001,,,,,
14,14.0,14.0,nested,Avalon Clinton,/apartments/new-york-ny/avalon-clinton/5XVMSF/,40.76645,-73.99173,"515 W 52nd St, New York, NY",515 W  52nd St # 84e034fdf,New York,10019,,,,,
15,15.0,15.0,nested,345 East 94th Street,/apartments/new-york-ny/345-east-94th-street/5Xj4MD/,40.78227,-73.94585,"345 E 94th St, New York, NY",345 E  94th St   Apt 29G,New York,10128,,,,,
16,16.0,16.0,nested,The Olivia,/apartments/new-york-ny/the-olivia/5Xj4Kc/,40.752045,-73.99461,"315 W 33rd St, New York, NY",315 W  33rd St   Apt 26F,New York,10001,,,,,
17,17.0,17.0,nested,The Octagon,/apartments/new-york-ny/the-octagon/97RhXV/,40.76877,-73.94308,"888 Main St, New York, NY",888 Main St   Apt 938,New York,10044,,,,,
18,18.0,18.0,nested,The Aldyn,/apartments/new-york-ny/the-aldyn/2BHy/,40.774574,-73.99098,"60 Riverside Blvd, New York, NY",60 Riverside Blvd Apt 207,New York,10069,,,,,
19,19.0,19.0,nested,Aalto57,/apartments/new-york-ny/aalto57/5twVDd/,40.75887,-73.96582,"1065 2nd Ave, New York, NY",1065 2nd Ave  # 25G,New York,10022,,,,,
20,20.0,20.0,nested,The Ashley,/apartments/new-york-ny/the-ashley/5Xj4Ns/,40.77458,-73.99,"400 W 63rd St, New York, NY",400 W  63rd St   Apt 407,New York,10069,,,,,
21,21.0,21.0,nested,1856 Park,"/b/building/40.806377,-73.938515_ll/",40.806377,-73.938515,"1856 Park Ave, New York, NY",1856 Park Ave # eaa6f5538,New York,10035,,,,,
22,22.0,22.0,nested,15 Cliff,/apartments/new-york-ny/15-cliff/22BQ/,40.70824,-74.00544,"15 Cliff St, New York, NY",15 Cliff St   Apt 12B,New York,10038,,,,,
23,23.0,23.0,nested,AVA High Line,/apartments/new-york-ny/ava-high-line/4MH7/,40.751564,-74.00337,"525 W 28th St, New York, NY",525 W  28th St # 38332494f,New York,10001,,,,,
24,24.0,24.0,nested,Avalon Morningside Park,/apartments/new-york-ny/avalon-morningside-park/5XTGpQ/,40.80232,-73.96171,"1 Morningside Dr, New York, NY",1 Morningside Dr   # 05d1634dc,New York,10025,,,,,
25,25.0,25.0,nested,Columbus Square,/apartments/new-york-ny/columbus-square/5XTGhj/,40.794712,-73.96675,"808 Columbus Ave, New York, NY",808 Columbus Ave # 801-10E,New York,10025,,,,,
26,26.0,26.0,nested,Waterline Square,/apartments/new-york-ny/waterline-square/B8VWPD/,40.760735,-73.96113,"400 W 61st St, New York, NY",400 W  61st St # 2605,New York,10023,,,,,
27,27.0,27.0,nested,10 Hanover Square,/apartments/new-york-ny/10-hanover-square/5hC6r4/,40.70457,-74.00886,"10 Hanover Sq, New York, NY",10 Hanover Sq   Apt 7S,New York,10005,,,,,
28,28.0,28.0,nested,Renoir House,/apartments/new-york-ny/renoir-house/5Xjjjc/,40.76376,-73.963455,"225 E 63rd St, New York, NY",225 E  63rd St   Apt 12C,New York,10065,,,,,
29,29.0,29.0,nested,Beatrice,/apartments/manhattan-ny/beatrice/5XY24b/,40.746876,-73.99032,"105 W 29th St, New York, NY",105 W  29th St   # 1-51B,New York,10001,,,,,
30,30.0,30.0,nested,Avalon Midtown West,/apartments/new-york-ny/avalon-midtown-west/5XVMHG/,40.76183,-73.98582,"250 W 50th St, New York, NY",250 W  50th St   # 5b4a9ef60,New York,10019,,,,,
31,31.0,31.0,nested,The Dylan,/apartments/manhattan-ny/the-dylan/3LSS/,40.746826,-73.98546,"309 5th Ave, New York, NY",309 5th Ave  Apt 30B,New York,10016,,,,,
32,32.0,32.0,nested,The Westmont,/apartments/manhattan-ny/the-westmont/5XjXRH/,40.792564,-73.96802,"730 Columbus Ave, New York, NY",730 Columbus Ave # 1-08A,New York,10025,,,,,
33,33.0,33.0,nested,The Biltmore,/apartments/new-york-ny/the-biltmore/5XjKmN/,40.76039,-73.98716,"271 W 47th St, New York, NY",271 W  47th St   Apt 30G,New York,10036,,,,,
34,34.0,34.0,nested,95 Wall,/apartments/new-york-ny/95-wall/5XSsMP/,40.704678,-74.007576,"95 Wall St, New York, NY",95 Wall St   Apt 1018,New York,10005,,,,,
35,35.0,35.0,nested,Henry Hall,/apartments/manhattan-ny/henry-hall/B9LS2Q/,40.757534,-73.9981,"515 W 38th St, New York, NY",515 W  38th St   Apt 25B,New York,10018,,,,,
36,36.0,36.0,nested,View 34,/apartments/new-york-ny/view-34/5XT4pw/,40.74365,-73.97271,"401 E 34th St, New York, NY",401 E  34th St   Apt S25F,New York,10016,,,,,
37,37.0,37.0,nested,Marquis Apartments,/apartments/new-york-city-ny/marquis-apartments/6XCQ/,40.745895,-73.97929,"150 E 34th St, New York, NY",150 E  34th St   Apt 204,New York,10016,,,,,
38,38.0,38.0,nested,Gateway,/apartments/new-york-ny/gateway/5XjY8c/,40.711334,-74.0168,"389 S End Ave, New York, NY",389 S  End Ave  # 28M,New York,10280,,,,,
39,39.0,39.0,nested,Common at The Reserve,/apartments/manhattan-ny/common-at-the-reserve/9PMMCn/,40.802856,-73.93548,"215 E 124th St, New York, NY",215 E  124th St Apt 12G,New York,10035,,,,,
40,40.0,40.0,nested,For Rent,/b/225-rector-pl-new-york-ny-2247/,40.70929,-74.01613,"225 Rector Pl, New York, NY",225 Rector Pl Apt 2K,New York,10280,,,,,
41,41.0,41.0,nested,Apartment for rent,https://www.zillow.com/homedetails/431-Convent-Ave-APT-1A-New-York-NY-10031/2093942217_zpid/,40.82676,-73.94436,"431 Convent Ave APT 1A, New York, NY 10031",431 Convent Ave APT 1A,New York,10031,,,,,
42,42.0,42.0,nested,Common at The Reserve,/apartments/manhattan-ny/common-at-the-reserve/9PMMCn/,40.802856,-73.93548,"215 E 124th St, New York, NY",215 E  124th St # 3F-4,New York,10035,,,,,
43,43.0,43.0,nested,Apartment for rent,https://www.zillow.com/homedetails/136-Hillside-Ave-APT-4B-New-York-NY-10040/2053364466_zpid/,40.86043,-73.92628,"136 Hillside Ave APT 4B, New York, NY 10040",136 Hillside Ave APT 4B,New York,10040,,,,,
44,44.0,44.0,nested,Apartment for rent,https://www.zillow.com/homedetails/168-Sherman-Ave-APT-8-New-York-NY-10034/2055088661_zpid/,40.865143,-73.922775,"168 Sherman Ave APT 8, New York, NY 10034",168 Sherman Ave APT 8,New York,10034,,,,,
45,45.0,45.0,nested,Apartment for rent,https://www.zillow.com/homedetails/138-W-140th-St-2E-New-York-NY-10030/345021073_zpid/,40.81788,-73.940575,"138 W 140th St #2E, New York, NY 10030",138 W 140th St #2E,New York,10030,,,,,
46,46.0,46.0,nested,For Rent,/b/2177-3rd-ave-new-york-ny-2HkP/,40.79953,-73.93846,"2177 3rd Ave, New York, NY",2177 3rd Ave  Apt 5B,New York,10035,,,,,
47,47.0,47.0,nested,For Rent,/b/164-sherman-ave-new-york-ny-2N2t/,40.86508,-73.922935,"164 Sherman Ave, New York, NY",164 Sherman Ave  Apt 44,New York,10034,,,,,
48,48.0,48.0,nested,Apartment for rent,https://www.zillow.com/homedetails/612-W-182nd-St-APT-10-New-York-NY-10033/2103448416_zpid/,40.850048,-73.93392,"612 W 182nd St APT 10, New York, NY 10033",612 W 182nd St APT 10,New York,10033,,,,,
49,49.0,49.0,nested,Apartment for rent,https://www.zillow.com/homedetails/410-Saint-Nicholas-Ave-New-York-NY-10027/2080445044_zpid/,40.813805,-73.949265,"410 Saint Nicholas Ave, New York, NY 10027",410 Saint Nicholas Ave,New York,10027,,,,,
50,50.0,50.0,nested,Apartment for rent,https://www.zillow.com/homedetails/348-W-145th-St-APT-4F-New-York-NY-10039/2087334694_zpid/,40.82356,-73.94435,"348 W 145th St APT 4F, New York, NY 10039",348 W 145th St APT 4F,New York,10039,,,,,
51,51.0,51.0,nested,Apartment for rent,https://www.zillow.com/homedetails/503-W-150th-St-APT-8-New-York-NY-10031/2104669741_zpid/,40.82884,-73.94575,"503 W 150th St APT 8, New York, NY 10031",503 W 150th St APT 8,New York,10031,,,,,
52,52.0,52.0,nested,Apartment for rent,https://www.zillow.com/homedetails/112-Nagle-Ave-APT-3D-New-York-NY-10040/2126565673_zpid/,40.86106,-73.92713,"112 Nagle Ave APT 3D, New York, NY 10040",112 Nagle Ave APT 3D,New York,10040,,,,,
53,53.0,53.0,nested,Apartment for rent,https://www.zillow.com/homedetails/600-W-141st-St-APT-33-New-York-NY-10031/2111360147_zpid/,40.823963,-73.95273,"600 W 141st St APT 33, New York, NY 10031",600 W 141st St APT 33,New York,10031,,,,,
54,54.0,54.0,regular,Apartment for rent,https://www.zillow.com/homedetails/240-Nagle-Ave-FLOOR-2-New-York-NY-10034/341755356_zpid/,40.863308,-73.92115,"240 Nagle Ave FLOOR 2, New York, NY 10034",240 Nagle Ave FLOOR 2,New York,10034,0.0,1.0,500.0,1750.0,
55,55.0,55.0,nested,Apartment for rent,https://www.zillow.com/homedetails/216-W-100th-St-APT-621-New-York-NY-10025/2052871442_zpid/,40.79692,-73.969475,"216 W 100th St APT 621, New York, NY 10025",216 W 100th St APT 621,New York,10025,,,,,
56,56.0,56.0,nested,Apartment for rent,https://www.zillow.com/homedetails/121-Seaman-Ave-APT-1E-New-York-NY-10034/2101915472_zpid/,40.86849,-73.92324,"121 Seaman Ave APT 1E, New York, NY 10034",121 Seaman Ave APT 1E,New York,10034,,,,,
57,57.0,57.0,regular,Apartment for rent,https://www.zillow.com/homedetails/520-W-174th-St-APT-1G-New-York-NY-10033/345034724_zpid/,40.843697,-73.93505,"520 W 174th St APT 1G, New York, NY 10033",520 W 174th St APT 1G,New York,10033,1.0,1.0,675.0,1776.0,
58,58.0,58.0,nested,Apartment for rent,https://www.zillow.com/homedetails/2419-Adam-Clayton-Powell-Jr-Blvd-APT-1B-New-York-NY-10030/2105200887_zpid/,40.819145,-73.940384,"2419 Adam Clayton Powell Jr Blvd APT 1B, New York, NY 10030",2419 Adam Clayton Powell Jr Blvd APT 1B,New York,10030,,,,,
59,59.0,59.0,regular,Apartment for rent,https://www.zillow.com/homedetails/206-Audubon-Ave-APT-32-New-York-NY-10033/2120797915_zpid/,40.84528,-73.93523,"206 Audubon Ave APT 32, New York, NY 10033",206 Audubon Ave APT 32,New York,10033,1.0,1.0,500.0,1800.0,
60,60.0,60.0,nested,For Rent,/b/182-bennett-ave-new-york-ny-2Mq3/,40.856285,-73.934296,"182 Bennett Ave, New York, NY",182 Bennett Ave  Apt 1C,New York,10040,,,,,
61,61.0,61.0,nested,Apartment for rent,https://www.zillow.com/homedetails/22-Post-Ave-C1-New-York-NY-10034/340206483_zpid/,40.863255,-73.9245,"22 Post Ave #C1, New York, NY 10034",22 Post Ave #C1,New York,10034,,,,,
62,62.0,62.0,nested,Apartment for rent,https://www.zillow.com/homedetails/72-Pinehurst-Ave-APT-33-New-York-NY-10033/343748655_zpid/,40.85065,-73.93964,"72 Pinehurst Ave APT 33, New York, NY 10033",72 Pinehurst Ave APT 33,New York,10033,,,,,
63,63.0,63.0,nested,Apartment for rent,https://www.zillow.com/homedetails/4996-Broadway-APT-2C-New-York-NY-10034/344406402_zpid/,40.868168,-73.91847,"4996 Broadway APT 2C, New York, NY 10034",4996 Broadway APT 2C,New York,10034,,,,,
64,64.0,64.0,nested,For Rent,/b/563-w-184th-st-new-york-ny-2MV8/,40.850998,-73.931625,"563 W 184th St, New York, NY",563 W  184th St   Apt 5F,New York,10033,,,,,
65,65.0,65.0,nested,Apartment for rent,https://www.zillow.com/homedetails/4420-Broadway-APT-3C-New-York-NY-10040/2070834705_zpid/,40.855247,-73.93278,"4420 Broadway APT 3C, New York, NY 10040",4420 Broadway APT 3C,New York,10040,,,,,
66,66.0,66.0,nested,Apartment for rent,https://www.zillow.com/homedetails/1224-St-Nicholas-Ave-APT-4E-New-York-NY-10032/2121713444_zpid/,40.84301,-73.937935,"1224 St Nicholas Ave APT 4E, New York, NY 10032",1224 St Nicholas Ave APT 4E,New York,10032,,,,,
67,67.0,67.0,nested,Apartment for rent,https://www.zillow.com/homedetails/1976-Madison-Ave-APT-1A-New-York-NY-10035/2095246194_zpid/,40.80666,-73.94031,"1976 Madison Ave APT 1A, New York, NY 10035",1976 Madison Ave APT 1A,New York,10035,,,,,
68,68.0,68.0,nested,Apartment for rent,https://www.zillow.com/homedetails/546-W-147th-St-APT-3DR-New-York-NY-10031/343801252_zpid/,40.82748,-73.94918,"546 W 147th St APT 3DR, New York, NY 10031",546 W 147th St APT 3DR,New York,10031,,,,,
69,69.0,69.0,regular,Apartment for rent,https://www.zillow.com/homedetails/627-W-142nd-St-APT-21-New-York-NY-10031/344138841_zpid/,40.825237,-73.95299,"627 W 142nd St APT 21, New York, NY 10031",627 W 142nd St APT 21,New York,10031,0.0,1.0,350.0,1875.0,
70,70.0,70.0,nested,Apartment for rent,https://www.zillow.com/homedetails/480-W-187th-St-APT-3K-New-York-NY-10033/2102657923_zpid/,40.85131,-73.92749,"480 W 187th St APT 3K, New York, NY 10033",480 W 187th St APT 3K,New York,10033,,,,,
71,71.0,71.0,nested,For Rent,/b/25-arden-st-new-york-ny-9CV6/,40.861805,-73.92671,"25 Arden St, New York, NY",25 Arden St   Apt 3,New York,10040,,,,,
72,72.0,72.0,nested,Apartment for rent,https://www.zillow.com/homedetails/2030-Madison-Ave-APT-1C-New-York-NY-10035/2086292389_zpid/,40.80805,-73.93927,"2030 Madison Ave APT 1C, New York, NY 10035",2030 Madison Ave APT 1C,New York,10035,,,,,
73,73.0,73.0,regular,Apartment for rent,https://www.zillow.com/homedetails/509-W-173rd-St-5-New-York-NY-10032/343849378_zpid/,40.843346,-73.935,"509 W 173rd St #5, New York, NY 10032",509 W 173rd St #5,New York,10032,0.0,1.0,505.0,1895.0,
74,74.0,74.0,nested,Apartment for rent,https://www.zillow.com/homedetails/587-W-177th-St-25-New-York-NY-10033/343929810_zpid/,40.846687,-73.93496,"587 W 177th St #25, New York, NY 10033",587 W 177th St #25,New York,10033,,,,,
75,75.0,75.0,nested,For Rent,/b/1883-amsterdam-ave-new-york-ny-2LXk/,40.830307,-73.9435,"1883 Amsterdam Ave, New York, NY",1883 Amsterdam Ave  Apt 4D,New York,10032,,,,,
76,76.0,76.0,nested,Apartment for rent,https://www.zillow.com/homedetails/211-W-146th-St-APT-5E-New-York-NY-10039/2102126106_zpid/,40.822968,-73.93957,"211 W 146th St APT 5E, New York, NY 10039",211 W 146th St APT 5E,New York,10039,,,,,
77,77.0,77.0,nested,Apartment for rent,https://www.zillow.com/homedetails/75-Cooper-St-APT-2A-New-York-NY-10034/2102705845_zpid/,40.868114,-73.922165,"75 Cooper St APT 2A, New York, NY 10034",75 Cooper St APT 2A,New York,10034,,,,,
78,78.0,78.0,regular,Apartment for rent,https://www.zillow.com/homedetails/81-Ludlow-St-301-New-York-NY-10002/345037782_zpid/,40.71809,-73.98949,"81 Ludlow St #301, New York, NY 10002",81 Ludlow St #301,New York,10002,0.0,1.0,100.0,1900.0,
79,79.0,79.0,nested,Apartment for rent,https://www.zillow.com/homedetails/595-W-207th-St-APT-3-New-York-NY-10034/2084185871_zpid/,40.867275,-73.920586,"595 W 207th St APT 3, New York, NY 10034",595 W 207th St APT 3,New York,10034,,,,,
80,80.0,80.0,nested,Apartment for rent,https://www.zillow.com/homedetails/467-W-164th-St-APT-1B-New-York-NY-10032/2102131058_zpid/,40.83721,-73.93818,"467 W 164th St APT 1B, New York, NY 10032",467 W 164th St APT 1B,New York,10032,,,,,
81,81.0,81.0,nested,For Rent,/b/530-isham-st-new-york-ny-2N3S/,40.86647,-73.91895,"530 Isham St, New York, NY",530 Isham St # 3F,New York,10034,,,,,
82,82.0,82.0,nested,Apartment for rent,https://www.zillow.com/homedetails/558-W-193rd-St-New-York-NY-10040/2110583051_zpid/,40.856247,-73.92753,"558 W 193rd St, New York, NY 10040",558 W 193rd St,New York,10040,,,,,
83,83.0,83.0,nested,Apartment for rent,https://www.zillow.com/homedetails/301-W-154th-St-APT-11-New-York-NY-10039/2082689702_zpid/,40.82871,-73.93802,"301 W 154th St APT 11, New York, NY 10039",301 W 154th St APT 11,New York,10039,,,,,
84,84.0,84.0,nested,Apartment for rent,https://www.zillow.com/homedetails/421-Manhattan-Ave-C-4-New-York-NY-10026/122272670_zpid/,40.806168,-73.95619,"421 Manhattan Ave #C-4, New York, NY 10026",421 Manhattan Ave #C-4,New York,10026,,,,,
85,85.0,85.0,nested,Apartment for rent,https://www.zillow.com/homedetails/2228-Amsterdam-Ave-APT-4A-New-York-NY-10032/2055636504_zpid/,40.841595,-73.93605,"2228 Amsterdam Ave APT 4A, New York, NY 10032",2228 Amsterdam Ave APT 4A,New York,10032,,,,,
86,86.0,86.0,nested,Apartment for rent,https://www.zillow.com/homedetails/92-Pinehurst-Ave-APT-6C-New-York-NY-10033/2056483618_zpid/,40.85155,-73.9394,"92 Pinehurst Ave APT 6C, New York, NY 10033",92 Pinehurst Ave APT 6C,New York,10033,,,,,
87,87.0,87.0,nested,Apartment for rent,https://www.zillow.com/homedetails/2375-Adam-Clayton-Powell-Jr-Blvd-APT-3-New-York-NY-10030/2082496401_zpid/,40.81758,-73.94153,"2375 Adam Clayton Powell Jr Blvd APT 3, New York, NY 10030",2375 Adam Clayton Powell Jr Blvd APT 3,New York,10030,,,,,
88,88.0,88.0,nested,Apartment for rent,https://www.zillow.com/homedetails/154-E-106th-St-APT-4C-New-York-NY-10029/2090532141_zpid/,40.791904,-73.94613,"154 E 106th St APT 4C, New York, NY 10029",154 E 106th St APT 4C,New York,10029,,,,,
89,89.0,89.0,nested,Apartment for rent,https://www.zillow.com/homedetails/539-W-156th-St-APT-9-New-York-NY-10032/2107379828_zpid/,40.833076,-73.94389,"539 W 156th St APT 9, New York, NY 10032",539 W 156th St APT 9,New York,10032,,,,,
90,90.0,90.0,nested,Apartment for rent,https://www.zillow.com/homedetails/1272-Amsterdam-Ave-APT-4B-New-York-NY-10027/2125062933_zpid/,40.81124,-73.95823,"1272 Amsterdam Ave APT 4B, New York, NY 10027",1272 Amsterdam Ave APT 4B,New York,10027,,,,,
91,91.0,91.0,nested,For Rent,/b/151-w-132nd-st-new-york-ny-7rP6/,40.81316,-73.94398,"151 W 132nd St, New York, NY",151 W  132nd St   Apt 2B,New York,10027,,,,,
92,92.0,92.0,nested,Apartment for rent,https://www.zillow.com/homedetails/17-Vermilyea-Ave-3A-New-York-NY-10034/343764509_zpid/,40.864857,-73.92578,"17 Vermilyea Ave #3A, New York, NY 10034",17 Vermilyea Ave #3A,New York,10034,,,,,
93,93.0,93.0,nested,Apartment for rent,https://www.zillow.com/homedetails/232-Sherman-Ave-APT-41-New-York-NY-10034/2106736039_zpid/,40.866135,-73.91985,"232 Sherman Ave APT 41, New York, NY 10034",232 Sherman Ave APT 41,New York,10034,,,,,
94,94.0,94.0,nested,For Rent,/b/119-post-ave-new-york-ny-5ZcDzW/,40.86434,-73.920166,"119 Post Ave, New York, NY",119 Post Ave Apt 3I,New York,10034,,,,,
95,95.0,95.0,nested,Apartment for rent,https://www.zillow.com/homedetails/309-E-110th-St-B1-New-York-NY-10029/340023271_zpid/,40.793095,-73.93975,"309 E 110th St #B1, New York, NY 10029",309 E 110th St #B1,New York,10029,,,,,
96,96.0,96.0,nested,For Rent,/b/1446-1st-ave-new-york-ny-2Dxz/,40.769802,-73.9542,"1446 1st Ave, New York, NY",1446 1st Ave  # 4D,New York,10021,,,,,
97,97.0,97.0,nested,Apartment for rent,https://www.zillow.com/homedetails/87-Post-Ave-54-New-York-NY-10034/2062147621_zpid/,40.863758,-73.92146,"87 Post Ave #54, New York, NY 10034",87 Post Ave #54,New York,10034,,,,,
98,98.0,98.0,nested,Apartment for rent,https://www.zillow.com/homedetails/83-Post-Ave-APT-54-New-York-NY-10034/2068546334_zpid/,40.86371,-73.92159,"83 Post Ave APT 54, New York, NY 10034",83 Post Ave APT 54,New York,10034,,,,,
99,99.0,99.0,nested,For Rent,/b/311-e-105th-st-new-york-ny-2GsD/,40.78982,-73.94204,"311 E 105th St, New York, NY",311 E  105th St   Apt 2C,New York,10029,,,,,
100,100.0,100.0,nested,Apartment for rent,https://www.zillow.com/homedetails/60-W-142nd-St-APT-7R-New-York-NY-10037/2114005768_zpid/,40.817425,-73.9367,"60 W 142nd St APT 7R, New York, NY 10037",60 W 142nd St APT 7R,New York,10037,,,,,
101,101.0,101.0,nested,Apartment for rent,https://www.zillow.com/homedetails/1779-Madison-Ave-34-New-York-NY-10035/344065256_zpid/,40.800392,-73.94421,"1779 Madison Ave #34, New York, NY 10035",1779 Madison Ave #34,New York,10035,,,,,
102,102.0,102.0,regular,Apartment for rent,https://www.zillow.com/homedetails/313-W-136th-St-4-New-York-NY-10030/2075651693_zpid/,40.81767,-73.94663,"313 W 136th St #4, New York, NY 10030",313 W 136th St #4,New York,10030,0.0,1.0,400.0,2000.0,
103,103.0,103.0,nested,Apartment for rent,https://www.zillow.com/homedetails/274-W-119th-St-2D-New-York-NY-10026/2077275119_zpid/,40.805885,-73.95342,"274 W 119th St #2D, New York, NY 10026",274 W 119th St #2D,New York,10026,,,,,
104,104.0,104.0,nested,Apartment for rent,https://www.zillow.com/homedetails/22-Broadway-Ter-APT-D-New-York-NY-10040/2091159535_zpid/,40.85769,-73.93071,"22 Broadway Ter APT D, New York, NY 10040",22 Broadway Ter APT D,New York,10040,,,,,
105,105.0,105.0,nested,Apartment for rent,https://www.zillow.com/homedetails/247-Audubon-Ave-APT-51-New-York-NY-10033/2095351812_zpid/,40.84617,-73.93403,"247 Audubon Ave APT 51, New York, NY 10033",247 Audubon Ave APT 51,New York,10033,,,,,
106,106.0,106.0,nested,Apartment for rent,https://www.zillow.com/homedetails/538-W-150th-St-APT-3-New-York-NY-10031/2100199150_zpid/,40.82876,-73.94673,"538 W 150th St APT 3, New York, NY 10031",538 W 150th St APT 3,New York,10031,,,,,
107,107.0,107.0,nested,Apartment for rent,https://www.zillow.com/homedetails/749-W-End-Ave-APT-1E-New-York-NY-10025/2106758812_zpid/,40.79569,-73.97312,"749 W End Ave APT 1E, New York, NY 10025",749 W End Ave APT 1E,New York,10025,,,,,
108,108.0,108.0,nested,Apartment for rent,https://www.zillow.com/homedetails/57-Cooper-St-APT-2A-New-York-NY-10034/2109247539_zpid/,40.867985,-73.922745,"57 Cooper St APT 2A, New York, NY 10034",57 Cooper St APT 2A,New York,10034,,,,,
109,109.0,109.0,nested,Apartment for rent,https://www.zillow.com/homedetails/561-W-149th-St-APT-17-New-York-NY-10031/2109515754_zpid/,40.828876,-73.94778,"561 W 149th St APT 17, New York, NY 10031",561 W 149th St APT 17,New York,10031,,,,,
110,110.0,110.0,nested,Apartment for rent,https://www.zillow.com/homedetails/157-E-99th-St-APT-3-New-York-NY-10029/343550084_zpid/,40.78777,-73.948845,"157 E 99th St APT 3, New York, NY 10029",157 E 99th St APT 3,New York,10029,,,,,
111,111.0,111.0,nested,For Rent,/b/225-bennett-ave-new-york-ny-2MqH/,40.857807,-73.93302,"225 Bennett Ave, New York, NY",225 Bennett Ave # H,New York,10040,,,,,
112,112.0,112.0,nested,Apartment for rent,https://www.zillow.com/homedetails/65-Arden-St-APT-2F-New-York-NY-10040/2060354123_zpid/,40.8632,-73.9278,"65 Arden St APT 2F, New York, NY 10040",65 Arden St APT 2F,New York,10040,,,,,
113,113.0,113.0,nested,Apartment for rent,https://www.zillow.com/homedetails/59-Cooper-St-APT-2B-New-York-NY-10034/2101772076_zpid/,40.867947,-73.92263,"59 Cooper St APT 2B, New York, NY 10034",59 Cooper St APT 2B,New York,10034,,,,,
114,114.0,114.0,nested,Apartment for rent,https://www.zillow.com/homedetails/1113-1st-Ave-3B-New-York-NY-10065/344065219_zpid/,40.76106,-73.96124,"1113 1st Ave #3B, New York, NY 10065",1113 1st Ave #3B,New York,10065,,,,,
115,115.0,115.0,nested,Apartment for rent,https://www.zillow.com/homedetails/335-W-19th-St-D-New-York-NY-10011/344947021_zpid/,40.743618,-74.001564,"335 W 19th St #D, New York, NY 10011",335 W 19th St #D,New York,10011,,,,,
116,116.0,116.0,nested,Apartment for rent,https://www.zillow.com/homedetails/630-Lenox-Ave-APT-12R-New-York-NY-10037/2124256937_zpid/,40.818207,-73.93787,"630 Lenox Ave APT 12R, New York, NY 10037",630 Lenox Ave APT 12R,New York,10037,,,,,
117,117.0,117.0,nested,Apartment for rent,https://www.zillow.com/homedetails/42-Wadsworth-Ter-APT-3C-New-York-NY-10040/344480935_zpid/,40.855984,-73.931366,"42 Wadsworth Ter APT 3C, New York, NY 10040",42 Wadsworth Ter APT 3C,New York,10040,,,,,
118,118.0,118.0,nested,For Rent,/b/203-e-121st-st-new-york-ny-9hJFTp/,40.801155,-73.93745,"203 E 121st St, New York, NY",203 E  121st St   # 6,New York,10035,,,,,
